STBIMPINDEX,STBIMPDATE,STBMAPID,STBSTATUS,STBGROUP,STBFORM,STBPAGE,STBITEM,STBFIELD,S_Amount,HKRTN,STBDrillAlias,STBDrillTable,STBDrillRef,STBBRANCH,S_TAVA_Ref
8718,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",96018.685074,"","","",150553,"","Part4-B1R3"
8727,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",94907.929077,"","","",150562,"","Part4-B1R4"
7094,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8G","S_Amount",30400,"","","",270033,"","E14285"
12418,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP8C8G","S_Amount",25991.6903298,"","","",32191,"","GDA211A"
11677,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8G","S_Amount",2611510.76628,"","","",12141,"","GDA91A"
12426,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP8C8G","S_Amount",2611510.76628,"","","",32199,"","GDA91A"
11792,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12256,"","P1R8C1-46"
11707,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12171,"","P1R18C1-13"
11812,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12276,"","P1R18C1-37"
11636,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12100,"","P1R18C1-40"
11866,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12330,"","P1R5C9-6"
11753,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12217,"","P1R18C1-27"
11911,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12375,"","P1R18C1-18"
11914,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12378,"","P1R18C1-21"
11871,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12335,"","P1R18C1-9"
11635,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12099,"","P1R18C1-39"
11622,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12086,"","P1R8C1-3"
11671,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12135,"","P1R8C1-54"
11672,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12136,"","P1R8C1-55"
11784,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12248,"","P1R8C1-12"
11898,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12362,"","P1R8C1-18"
11901,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12365,"","P1R8C1-21"
7070,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",97000,"","","",270009,"","C2A15"
7157,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",109000,"","","",270096,"","C2A15"
7157,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",109000,"","","",270096,"","C2A15"
8967,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",79974.431784,"","","",150802,"","Part4-A3R11"
10822,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",125000,"","","",310701,"","C2A15"
7160,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",131000,"","","",270099,"","C2A15"
10970,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",135000,"","","",310849,"","C2A15"
7148,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",139000,"","","",270087,"","C2A15"
7148,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",139000,"","","",270087,"","C2A15"
10144,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",81408151,"","","",310023,"","1108"
7169,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",10000,"","","",270108,"","C2A11"
7169,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",10000,"","","",270108,"","C2A11"
8967,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",79974.431784,"","","",150802,"","Part4-A3R11"
10823,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",121000,"","","",310702,"","C2A15"
7161,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",129000,"","","",270100,"","C2A15"
8291,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150126,"","P1A-2"
8291,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",0,"","","",150126,"","P1A-2"
8202,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",897200,"","","",150037,"","P1A-1"
8200,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",897400,"","","",150035,"","P1A-1"
8201,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",897300,"","","",150036,"","P1A-1"
8263,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",767800,"","","",150098,"","P1A-2"
8175,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",9900,"","","",150010,"","P1A-1"
8226,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",784800,"","","",150061,"","P1A-1"
8202,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",897200,"","","",150037,"","P1A-1"
8287,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",7895400,"","","",150122,"","P1A-2"
11918,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8G","S_Amount",30000,"","","",12382,"","E14281"
8167,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",6511200,"","","",150002,"","P1A-1"
10795,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP7C5B3","S_Amount",139000,"","","",310674,"","C2D21"
8266,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150101,"","P1A-2"
8184,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",789000,"","","",150019,"","P1A-1"
8276,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",5646500,"","","",150111,"","P1A-2"
8246,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",3459500,"","","",150081,"","P1A-2"
8401,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",134648.310303,"","","",150236,"","Part4-A1R3"
8237,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",8710400,"","","",150072,"","P1A-2"
8224,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",785000,"","","",150059,"","P1A-1"
8238,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",8710300,"","","",150073,"","P1A-2"
8221,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",475300,"","","",150056,"","P1A-1"
8667,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",102312.969057,"","","",150502,"","Part4-A3R12"
8172,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",7610700,"","","",150007,"","P1A-1"
7090,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8G","S_Amount",30000,"","","",270029,"","E14281"
11578,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8G","S_Amount",0,"","","",12042,"","P1R3C1-2"
7151,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP7C5B3","S_Amount",125000,"","","",270090,"","C2D23"
7171,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP7C5B3","S_Amount",133000,"","","",270110,"","C2D24"
11098,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP7C5B3","S_Amount",303208,"","","",310977,"","DS14335"
10849,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP7C5B3","S_Amount",357725.2,"","","",310728,"","DS14437"
9020,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",456100,"","","",150855,"","P1A-2"
8197,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",887700,"","","",150032,"","P1A-1"
8222,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",875200,"","","",150057,"","P1A-1"
8249,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",769200,"","","",150084,"","P1A-2"
8284,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",78905700,"","","",150119,"","P1A-2"
8439,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",129341.364984,"","","",150274,"","Part4-A1R8"
9018,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",456100,"","","",150853,"","P1A-2"
8439,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",129341.364984,"","","",150274,"","Part4-A1R8"
8250,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",779100,"","","",150085,"","P1A-2"
8502,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150337,"","Part4-A1R11"
8253,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",788800,"","","",150088,"","P1A-2"
12257,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",82651427,"","","",32030,"","1074"
8508,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150343,"","Part4-A1R11"
7088,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8A","S_Amount",6400,"","","",270027,"","EP2"
7144,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8A","S_Amount",53000,"","","",270083,"","EP2"
7078,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8C","S_Amount",1117625.23152,"","","",270017,"","C2F1"
10824,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",119000,"","","",310703,"","C2A15"
7163,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",125000,"","","",270102,"","C2A15"
7142,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",123000,"","","",270081,"","C2A13"
7148,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",139000,"","","",270087,"","C2A15"
7149,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",137000,"","","",270088,"","C2A15"
9019,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",456100,"","","",150854,"","P1A-2"
8218,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",895600,"","","",150053,"","P1A-1"
8193,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",888100,"","","",150028,"","P1A-1"
8188,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",788600,"","","",150023,"","P1A-1"
8285,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",795600,"","","",150120,"","P1A-2"
8181,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",9300,"","","",150016,"","P1A-1"
8760,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",90835.157088,"","","",150595,"","Part4-B1R9"
8178,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",9600,"","","",150013,"","P1A-1"
8208,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",666600,"","","",150043,"","P1A-1"
8232,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",34510900,"","","",150067,"","P1A-2"
8270,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",45747100,"","","",150105,"","P1A-2"
7185,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8C","S_Amount",47000,"","","",270124,"","EP2"
7152,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",126000,"","","",270091,"","C2B14"
10827,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",111000,"","","",310706,"","C2A15"
10828,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",109000,"","","",310707,"","C2A15"
8227,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",784700,"","","",150062,"","P1A-1"
8742,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",93056.669082,"","","",150577,"","Part4-B1R6"
8197,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",887700,"","","",150032,"","P1A-1"
9019,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",456100,"","","",150854,"","P1A-2"
8227,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",784700,"","","",150062,"","P1A-1"
8733,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",94167.425079,"","","",150568,"","Part4-B1R4"
8235,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",6510600,"","","",150070,"","P1A-2"
8289,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",7895200,"","","",150124,"","P1A-2"
8191,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",788300,"","","",150026,"","P1A-1"
8220,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",875400,"","","",150055,"","P1A-1"
8362,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",113100,"","","",150197,"",""
8221,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",475300,"","","",150056,"","P1A-1"
8348,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",140952.636288,"","","",150183,"",""
8292,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",0,"","","",150127,"","P1A-2"
7062,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",95000,"","","",270001,"","C2A15"
8184,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",789000,"","","",150019,"","P1A-1"
8264,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",767700,"","","",150099,"","P1A-2"
8209,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",896500,"","","",150044,"","P1A-1"
8169,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",5611000,"","","",150004,"","P1A-1"
8449,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",128107.191654,"","","",150284,"","Part4-A1R9"
8169,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",5611000,"","","",150004,"","P1A-1"
8254,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",458700,"","","",150089,"","P1A-2"
8285,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",795600,"","","",150120,"","P1A-2"
8280,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",456100,"","","",150115,"","P1A-2"
9017,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",456100,"","","",150852,"","P1A-2"
8247,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",459400,"","","",150082,"","P1A-2"
12402,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",0,"","","",32175,"","2847"
12407,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",0,"","","",32180,"","2888"
8216,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",365800,"","","",150051,"","P1A-1"
8248,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",659300,"","","",150083,"","P1A-2"
12258,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",85574965,"","","",32031,"","1075"
8215,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",565900,"","","",150050,"","P1A-1"
12270,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",147630048.417197,"","","",32043,"","1087"
8215,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",565900,"","","",150050,"","P1A-1"
8433,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",130081.868982,"","","",150268,"","Part4-A1R8"
8277,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",45646400,"","","",150112,"","P1A-2"
7154,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",115000,"","","",270093,"","C2A15"
7063,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",93000,"","","",270002,"","C2A15"
7064,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",91000,"","","",270003,"","C2A15"
8203,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",777100,"","","",150038,"","P1A-1"
7069,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",99000,"","","",270008,"","C2A15"
7065,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",89000,"","","",270004,"","C2A15"
8174,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",10000,"","","",150009,"","P1A-1"
8174,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",10000,"","","",150009,"","P1A-1"
8255,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",548600,"","","",150090,"","P1A-2"
8438,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",129464.782317,"","","",150273,"","Part4-A1R8"
8255,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",548600,"","","",150090,"","P1A-2"
8564,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",115024.954356,"","","",150399,"","Part4-A3R1"
8210,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",796400,"","","",150045,"","P1A-1"
8194,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",888000,"","","",150029,"","P1A-1"
8568,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",114531.285024,"","","",150403,"","Part4-A3R1"
8211,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",586300,"","","",150046,"","P1A-1"
8286,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",7895500,"","","",150121,"","P1A-2"
8571,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",114161.033025,"","","",150406,"","Part4-A3R1"
8232,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",34510900,"","","",150067,"","P1A-2"
8171,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",10800,"","","",150006,"","P1A-1"
8175,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",9900,"","","",150010,"","P1A-1"
7149,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",137000,"","","",270088,"","C2A15"
10137,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",68033737,"","","",310016,"","22405_invalid"
10824,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",119000,"","","",310703,"","C2A15"
10824,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",119000,"","","",310703,"","C2A15"
8652,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",104164.229052,"","","",150487,"","Part4-A3R11"
7162,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",127000,"","","",270101,"","C2A15"
7162,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",127000,"","","",270101,"","C2A15"
7150,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",135000,"","","",270089,"","C2A15"
7150,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",135000,"","","",270089,"","C2A15"
12468,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",26843.2699275,"","","",32241,"","C2A1A"
12468,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",26843.2699275,"","","",32241,"","C2A1A"
12463,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2678156.1261,"","","",32236,"","C2A1A"
10825,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",115000,"","","",310704,"","C2A15"
12467,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2683092.81942,"","","",32240,"","C2A1A"
12458,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2671985.25945,"","","",32231,"","C2A1B"
12458,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2671985.25945,"","","",32231,"","C2A1B"
10826,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",113000,"","","",310705,"","C2A15"
8219,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",585500,"","","",150054,"","P1A-1"
8251,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",869000,"","","",150086,"","P1A-2"
8281,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",3466000,"","","",150116,"","P1A-2"
8251,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",869000,"","","",150086,"","P1A-2"
8563,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",115148.371689,"","","",150398,"","Part4-A3R1"
8436,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",129711.616983,"","","",150271,"","Part4-A1R8"
8436,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",129711.616983,"","","",150271,"","Part4-A1R8"
8444,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",128724.278319,"","","",150279,"","Part4-A1R9"
8236,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",7610500,"","","",150071,"","P1A-2"
7188,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",139000,"","","",270127,"","C2A15"
7118,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",115000,"","","",270057,"","C2A12"
7124,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",123000,"","","",270063,"","C2A15"
7125,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C153","S_Amount",121000,"","","",270064,"","C2A15"
11087,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",10000,"","","",310966,"","C2A11"
8496,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150331,"","Part4-A1R11"
10804,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",123000,"","","",310683,"","C2A13"
8278,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",45646300,"","","",150113,"","P1A-2"
8500,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",0,"","","",150335,"","Part4-A1R11"
8292,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150127,"","P1A-2"
8293,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150128,"","P1A-2"
11919,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8G","S_Amount",30100,"","","",12383,"","E14282"
7091,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8G","S_Amount",30100,"","","",270030,"","E14282"
7074,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8C","S_Amount",1086580.0862,"","","",270013,"","C2F1"
10810,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP8C8A","S_Amount",132000,"","","",310689,"","C2F24"
8321,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",19500,"","","",150156,"","P1B-12"
10817,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",139000,"","","",310696,"","C2A15"
8400,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",134895.144969,"","","",150235,"","Part4-A1R2"
10815,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",139000,"","","",310694,"","C2A15"
8400,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",134895.144969,"","","",150235,"","Part4-A1R2"
10970,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",135000,"","","",310849,"","C2A15"
8414,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",132797.050308,"","","",150249,"","Part4-A1R4"
8300,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",30000,"","","",150135,"","P1B-11"
12441,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP8C8G","S_Amount",2630023.36623,"","","",32214,"","GDA211C"
7179,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8C","S_Amount",35000,"","","",270118,"","EP2"
10821,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP3C153","S_Amount",127000,"","","",310700,"","C2A15"
8290,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150125,"","P1A-2"
8290,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",0,"","","",150125,"","P1A-2"
8265,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",0,"","","",150100,"","P1A-2"
8433,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",130081.868982,"","","",150268,"","Part4-A1R8"
8186,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",788800,"","","",150021,"","P1A-1"
